3 Bedroom Annual Occupancy,4 Bedroom Annual Occupancy,Accessibility Features,Flooring,Property Condition,Pool Features,Utilities,Manufacturer,Main Level,Kitchen Features,Unit/Block/Lot,Business Type,Unit 3 Type,3 Bedroom Rent Range,Unit 4 Partial Baths,Total # Owner Occupied,Covered Spaces,Horse Property,# of Lots,Fencing,1 Bedroom Annual Occupancy,Tenant Pays,Tenant Allow/Fixed,Park/Marina Address,Second Parcel Number,Electric,Property Subtype,Garage Spaces,Unit 4 Description,# of Tenants,Space 1 - Unit SqFt,listing_detail_price,Minimum Bldg SqFt,Distance To Gas,Space 4 - Unit SqFt,Lease Deposit,Fireplace Features,Master Bedroom Features,property_description,Unit 4 Lease Term,Appliances,Berth Size Length,Tenant Allow/SqFt,Studio Rent Range,Remodeled/Updated Desc,Association Fee,Association Fee Frequency,2nd Unit Occupied,# of Guest Space(s),Space 2 - Unit SqFt,Percent Office,Unit 1 Full Baths,Parking Ratio,Space 3 - $ / SqFt,highlights_text,Owner Pays,2nd Unit Full Baths,Zoning,Cross Street,Net Rentable SqFt,Rent Includes,Structure,Unit 3 Rent,Sewer,Other Equipment,Area/District,Park/Marina Name,Unit 2 Type,Space 3 - # Yr Lease,property_images,# of 3 Bedroom Units,Upper Level,Unit 1 Description,listing_agent_name,Dock Doors,County,Road Responsibility,Parking Clearance Height (in),Width,Full Bathrooms,Distance To Shopping,Location of Unit,Restrictions,Construction Materials,Bathrooms,Stories,Topography,Distance To Water,Senior Community,Parking Fees,# of Studio Units,Unit 3 Partial Baths,Berth Size Width,Space 2 - # Yr Lease,Spa Features,Parking Fee $,Current Use,Unit 1 Rent,Length,Height Limit,# of 1 Bedroom Units,2nd Unit Partial Baths,Unit 4 Rent,Unit 2 Full Baths,property_sign,Unit 4 Occupancy,Pets Allowed,Subdivision Developer,Unit 3 Description,Basement,Unit 4 Approx SqFt,Energy Efficient,Space 2 - $ / SqFt,mls_number,Driveway/Sidewalks,Lot Size Acres,Unit 1 Occupancy,Office SqFt,Skirt,Park/Board Approval Req,Unit 3 Occupancy,Square Footage,Space 1 - # Yr Lease,Window Features,Parking Features,Listing Office Name,Unit 1 # of Rooms,2nd Unit Description,Tandem Parking Spaces,Property Faces,Commission Type,Room Type,Road Frontage,# of Fireplaces,Floor #,Distance To Sewer,Levels,# Of Buildings,Master Bathroom Features,Independent Parking Spaces,Elementary School District,Green Verification Year,Unit 4 Type,Listing Co Agent Full Name,Warehouse SqFt,# of Offices,Senior High School District,# of Buildings,Living Room Features,# of Elevators,Directions to Property,Total Units,Bedrooms,Body Type,Half Bathrooms,listing_detail_monthly_cost,Unit 3 # of Rooms,Possible Bedrooms,Separate Meters,Family Room Features,Road Surface Type,# of 2 Bedroom Units,# Commercial Units,2nd Unit Type,Soil,Unit 1 Partial Baths,2nd Unit Approx SqFt,Distance To Electric,Land Use,Rentable,# of Units,Loading,Cooling,Irrigation,Unit 2 Approx SqFt,Maximum Lease (Yrs),Builder Name,Unit 4 # of Rooms,Listing Co Office Name,Crops,Association,Unit 2 # of Rooms,View Description,Laundry Features,Home Warranty,Unit 3 Full Baths,# of Truck Doors,Cost Per SqFt,Unit 2 Bedrooms,# of Floors,Space 3 - Unit SqFt,Industrial SqFt,Foundation,Road Frontage Type,Zoning Description,Space 4 - $ / SqFt,Current Space Rent,Commercial Rent Range,Frontage Type,Unit 4 Bedrooms,Other Structures,Distance To Phone Service,Walls,Furnished,listing_agent_phone_number,# of 4 Bedrooms Occupied,Studio Annual Occupancy,Architectural Style,Unit 2 Description,Bath Features,Unit 3 Lease Term,Lease Deposit Amount,Lot Features,# of Rooms,Lot Size Square Feet,Year Renovated,Spa,Minimum Lease (Yrs),Vegetation,Distance to Public Transportation,Minimum Available SqFt,2nd Unit Kitchen,# Of Units Total,Middle or Junior School District,Pool,2 Bedroom Annual Occupancy,Lease Term,Carport Spaces,Total Parking Spaces,Patio And Porch Features,Yard Size,# of 1 Bedrooms Occupied,Lower Level,School District (County),Building Features,Commission To Buyer Broker,Space 4 - # Yr Lease,Exterior Features,listing_office_name,Open Parking Spaces,Heating,Total # Leasable,Units Furnished,Development Status,Unit 1 Approx SqFt,Roof,Land Lease,Special Listing Conditions,Listing Agent Name,1 Bedroom Rent Range,Unit 2 Lease Term,Builder Model,Expanded Size,4 Bedroom Rent Range,Year Built Source,2 Bedroom Rent Range,# of 2 Bedrooms Occupied,Parking Clearance Height (ft),Dining Room Features,Unit 3 Approx SqFt,2nd Unit Bedrooms,# of Restrooms,Model,Unit 1 Bedrooms,agent_img_url,Unit 2 Occupancy,Unit 1 Type,Interior Features,Type Of Sale,Unit 2 Rent,Year Built Details,Space 1 - $ / SqFt,# of 3 Bedrooms Occupied,Association Features,2nd Unit Rents for,Unit 3 Bedrooms,Water Source,Unit 2 Partial Baths,Unit 4 Full Baths,Subdivision,# Studios Occupied,agent_link,TIC Agreement,APN,Make,Year Built,Remodeled/Updated,Virtual Tour URL,Subtype Description,Retail SqFt,Association Fee Includes,Tenant SqFt,Location,Elevation,listing_detail_label
,,,"Tile, Carpet",Updated/Remodeled,,Public,,"Partial Bath(s), Master Bedroom, Living Room, Kitchen, Full Bath(s), Dining Room, Bedroom(s)",,,,,,,,,,,Back Yard,,,,,,"Photovoltaics Seller Owned, 220 Volts in Laundry",Single Family Residence,2,,,,"$1,300,000",,,,,"Wood Burning, Insert, Gas Piped",,"We are Excited to present this impressive offering; a spacious modern residence, located just 6 blocks from the water and moments away from downtown shopping, culture, and convenience, replete with 180 degree views across the bay. Tri level floor plan, remodeled in 2003 situates the kitchen, dining, formal living and primary suite on the top floor- ensuring that the expansive views of Mt Diablo, Carquinez Strait, and downtown are appreciated from the spaces you use most. Beyond the views, the primary level is simply enchanting. Numerous windows and skylights bathe the interior with light. The result is an open concept floor plan that invites you to spend the day and enjoy yourself. Two sets of French doors open onto the generous top deck. When winter comes and it's time to shutter the doors, three fireplaces offer nostalgia and comfort. The entry level features a reception room and ornate staircase. Also on this floor are two bedrooms, a full bath, laundry and the bottom deck. Finally, the ground floor presents a large family room with yet another full bath and backyard access. Truly a space unto itself, this is the perfect den, media room, or 4th bedroom. Practical conveniences include fully paid off solar. So much to offer.",,"Ice Maker, Gas Water Heater, Free Standing Gas Range, Double Oven, Disposal, Dishwasher",,,,,0,,,,,,,,,4 Bedrooms4 Bathrooms2320 sq ftStatus ActiveSingle FamilyMLS# 324053330,,,,E North St,,,,,Public Sewer,,,,,,"['http://barimedia.rapmls.com/norcalmls/listingpics/bigphoto/2024/07/08/da2feb87-ee6a-49ca-89a5-1b2b2dcbaf62.jpg', 'http://barimedia.rapmls.com/norcalmls/listingpics/bigphoto/2024/07/08/1bf62d0e-7d47-46fc-ae7a-cc9177ea3352.jpg', 'http://barimedia.rapmls.com/norcalmls/listingpics/bigphoto/2024/07/08/c19bf835-980a-496d-b719-bc0fcc2fd341.jpg', 'http://barimedia.rapmls.com/norcalmls/listingpics/bigphoto/2024/07/08/4dee6487-db2b-4732-8f0b-bf5084ddc8cc.jpg', 'http://barimedia.rapmls.com/norcalmls/listingpics/bigphoto/2024/07/08/0c0dcd0e-0272-40e2-892e-61322689c1f6.jpg', 'http://barimedia.rapmls.com/norcalmls/listingpics/bigphoto/2024/07/08/7c65fb19-78dd-4137-a1ef-396a4c083825.jpg', 'http://barimedia.rapmls.com/norcalmls/listingpics/bigphoto/2024/07/08/ae804af8-3481-4329-b8ec-62579d0a0a19.jpg', 'http://barimedia.rapmls.com/norcalmls/listingpics/bigphoto/2024/07/08/43870bb8-52e4-443b-a5b0-92ce3808f3bb.jpg', 'http://barimedia.rapmls.com/norcalmls/listingpics/bigphoto/2024/07/08/75f1cc7d-7c91-4eae-9fce-aef286aac592.jpg', 'http://barimedia.rapmls.com/norcalmls/listingpics/bigphoto/2024/07/08/8df46e44-6cec-46cc-81f9-6b45636fadd0.jpg', 'http://barimedia.rapmls.com/norcalmls/listingpics/bigphoto/2024/07/08/fb43bda6-57ed-46a2-a298-86d81bf7468d.jpg', 'http://barimedia.rapmls.com/norcalmls/listingpics/bigphoto/2024/07/08/dd50d0ec-0f1f-482b-b0ae-73d07ef1fc6c.jpg', 'http://barimedia.rapmls.com/norcalmls/listingpics/bigphoto/2024/07/08/0f7fd73f-c7c2-41f9-8c5b-42ae67a4c02c.jpg', 'http://barimedia.rapmls.com/norcalmls/listingpics/bigphoto/2024/07/08/e9d7e2da-79fa-4612-a7fd-569281b5531a.jpg', 'http://barimedia.rapmls.com/norcalmls/listingpics/bigphoto/2024/07/08/9fa650c9-8b2f-4198-b7a5-e3ef00bf5f50.jpg', 'http://barimedia.rapmls.com/norcalmls/listingpics/bigphoto/2024/07/08/522b6473-94e6-4deb-80b3-3baeb8122fc9.jpg', 'http://barimedia.rapmls.com/norcalmls/listingpics/bigphoto/2024/07/08/a59f5fa7-66e2-48d1-ad6f-5f3d3fa13d5c.jpg', 'http://barimedia.rapmls.com/norcalmls/listingpics/bigphoto/2024/07/08/6ea80247-92c2-4865-ae30-989a22da9b30.jpg', 'http://barimedia.rapmls.com/norcalmls/listingpics/bigphoto/2024/07/08/77baf667-778b-4075-b251-81ed29bb9c83.jpg', 'http://barimedia.rapmls.com/norcalmls/listingpics/bigphoto/2024/07/08/d087d3ae-098b-40b7-9c96-0ba9d6122a9f.jpg', 'http://barimedia.rapmls.com/norcalmls/listingpics/bigphoto/2024/07/08/2a180fe1-3eea-4e7e-afcb-8d39bc786481.jpg', 'http://barimedia.rapmls.com/norcalmls/listingpics/bigphoto/2024/07/08/7fcd0144-6a38-476e-a21e-68f5a9f03ee4.jpg', 'http://barimedia.rapmls.com/norcalmls/listingpics/bigphoto/2024/07/08/3dfdd09b-6cc8-4994-b889-ecb10d6f4867.jpg', 'http://barimedia.rapmls.com/norcalmls/listingpics/bigphoto/2024/07/08/6a825105-051e-4154-8f3e-c92796476472.jpg', 'http://barimedia.rapmls.com/norcalmls/listingpics/bigphoto/2024/07/08/08d72e9d-1140-4c9c-bbcf-cb04377c3fa1.jpg', 'http://barimedia.rapmls.com/norcalmls/listingpics/bigphoto/2024/07/08/e9a47b19-c87c-4f11-92ba-d1282bc0538e.jpg', 'http://barimedia.rapmls.com/norcalmls/listingpics/bigphoto/2024/07/08/ee8ee4d5-fc0d-494f-b2c7-6c2d9933577c.jpg', 'http://barimedia.rapmls.com/norcalmls/listingpics/bigphoto/2024/07/08/360bf7d7-80e2-4ffc-9777-964819926cb7.jpg', 'http://barimedia.rapmls.com/norcalmls/listingpics/bigphoto/2024/07/08/1dc10e7a-6e0c-4667-8d57-9f10446d50aa.jpg', 'http://barimedia.rapmls.com/norcalmls/listingpics/bigphoto/2024/07/08/87a5e1b8-b70c-43f1-9b64-a3d999e22d85.jpg', 'http://barimedia.rapmls.com/norcalmls/listingpics/bigphoto/2024/07/08/8b8a6d22-6b3a-4a28-acb0-c36c08d34630.jpg', 'http://barimedia.rapmls.com/norcalmls/listingpics/bigphoto/2024/07/08/3fcfe9c0-70aa-49f8-a427-54ead189a85b.jpg', 'http://barimedia.rapmls.com/norcalmls/listingpics/bigphoto/2024/07/08/d2d73079-4b31-479d-a99f-16931620e7bd.jpg', 'http://barimedia.rapmls.com/norcalmls/listingpics/bigphoto/2024/07/08/0a400ffd-d3f2-47eb-8a0f-f8855832f343.jpg', 'http://barimedia.rapmls.com/norcalmls/listingpics/bigphoto/2024/07/08/111fe61a-1d32-4092-8040-02d2188855fa.jpg', 'http://barimedia.rapmls.com/norcalmls/listingpics/bigphoto/2024/07/08/007ec1b1-6085-48bc-8ec9-91189bcbe09e.jpg', 'http://barimedia.rapmls.com/norcalmls/listingpics/bigphoto/2024/07/08/d5e8111d-afb6-4845-9cbb-42d710a8141b.jpg', 'http://barimedia.rapmls.com/norcalmls/listingpics/bigphoto/2024/07/08/79724b71-5d7f-4eb1-8e7b-adf9d95990dd.jpg', 'http://barimedia.rapmls.com/norcalmls/listingpics/bigphoto/2024/07/08/ff515cc1-6260-4227-9eb0-8fea54e1cf65.jpg', 'http://barimedia.rapmls.com/norcalmls/listingpics/bigphoto/2024/07/08/fb019550-cf47-47e2-862c-70c30f9c29c0.jpg', 'http://barimedia.rapmls.com/norcalmls/listingpics/bigphoto/2024/07/08/bfbbf224-d532-4e79-9217-bce57ff68be8.jpg', 'http://barimedia.rapmls.com/norcalmls/listingpics/bigphoto/2024/07/08/26480781-d816-45ea-ac28-3fd7e58ef915.jpg', 'http://barimedia.rapmls.com/norcalmls/listingpics/bigphoto/2024/07/08/eafe68c6-4377-4a88-9690-a312b38a51d1.jpg', 'http://barimedia.rapmls.com/norcalmls/listingpics/bigphoto/2024/07/08/fb308f4d-df5a-4f5c-a786-d09dca504a6e.jpg', 'http://barimedia.rapmls.com/norcalmls/listingpics/bigphoto/2024/07/08/9281e77a-f85c-432d-88bb-9e21c40621fb.jpg', 'http://barimedia.rapmls.com/norcalmls/listingpics/bigphoto/2024/07/08/35bb996c-d065-485e-8053-00f3b6f23968.jpg', 'http://barimedia.rapmls.com/norcalmls/listingpics/bigphoto/2024/07/08/a86df090-7a6b-48b9-88a5-a0c6084cf996.jpg', 'http://barimedia.rapmls.com/norcalmls/listingpics/bigphoto/2024/07/08/a879bcc0-afb9-496c-97c1-e650d7460d14.jpg', 'http://barimedia.rapmls.com/norcalmls/listingpics/bigphoto/2024/07/08/cc16e6f4-51a4-455e-b1af-e7c8e48976c6.jpg', 'http://barimedia.rapmls.com/norcalmls/listingpics/bigphoto/2024/07/08/d4aa9b8b-b42e-46f4-992f-209c9f0bf911.jpg', 'http://barimedia.rapmls.com/norcalmls/listingpics/bigphoto/2024/07/08/2af8ea4e-12b6-4e8a-b5a9-e7a5cde7b88c.jpg', 'http://barimedia.rapmls.com/norcalmls/listingpics/bigphoto/2024/07/08/347dd0fa-e02d-49f3-96f5-24bcc9c9d3d1.jpg', 'http://barimedia.rapmls.com/norcalmls/listingpics/bigphoto/2024/07/08/ba3c34eb-39cc-46e6-9989-5ca1fc3eef69.jpg']",,,,,,Solano,,,,3,,,,,4,3,,,No,,,,,,,0,,,,,,,,,FOR SALE,,,,,Partial,,,,MLS# 324053330,,0.1100,,,,,,2320,,,Attached,Sonoma County Properties,,,,,%,"Office, Master Bedroom, Master Bathroom, Living Room, Laundry, Den, Bonus Room",,3,,,,,"Stone, Jetted Tub, Double Sinks, Bidet",,,0,,,,,,,"View, Skylight(s), Deck Attached",,E north St to Ohare and property is located on the south side of the street.,,,,1,"$8,923/month",,0,,,,,,,,,0,,,,0,,Central,,,,,,,,No,,"Mountains, Hills, Downtown, Bridges, Bay","Washer Included, Dryer Included",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Low Maintenance, Curb(s)",0,4792,,,,,,,,,,No,,,0,4,,,,,,,2.5,,Balcony,,0,"Fireplace(s), Central",,,,,Shingle,,None,Alexander M Stagnaro,,,,,,,,,,Dining/Living Combo,,0,,,,https://media.salecore.com/salesaspects/Core/Personnel/0/?v=604,,,"Skylight(s), Skylight Tube, Cathedral Ceiling",,,,,,,0,,Public,,,,,https://www.metrolist.com/Roster/0/,,0087-072-030,,1976,No,,Detached,,,,,0,"1428 Ohare Dr Benicia, CA 94510"
,,,"Tile, Carpet",Updated/Remodeled,,Public,,"Partial Bath(s), Master Bedroom, Living Room, Kitchen, Full Bath(s), Dining Room, Bedroom(s)",,,,,,,,,,,Back Yard,,,,,,"Photovoltaics Seller Owned, 220 Volts in Laundry",Single Family Residence,2,,,,"$1,300,000",,,,,"Wood Burning, Insert, Gas Piped",,"We are Excited to present this impressive offering; a spacious modern residence, located just 6 blocks from the water and moments away from downtown shopping, culture, and convenience, replete with 180 degree views across the bay. Tri level floor plan, remodeled in 2003 situates the kitchen, dining, formal living and primary suite on the top floor- ensuring that the expansive views of Mt Diablo, Carquinez Strait, and downtown are appreciated from the spaces you use most. Beyond the views, the primary level is simply enchanting. Numerous windows and skylights bathe the interior with light. The result is an open concept floor plan that invites you to spend the day and enjoy yourself. Two sets of French doors open onto the generous top deck. When winter comes and it's time to shutter the doors, three fireplaces offer nostalgia and comfort. The entry level features a reception room and ornate staircase. Also on this floor are two bedrooms, a full bath, laundry and the bottom deck. Finally, the ground floor presents a large family room with yet another full bath and backyard access. Truly a space unto itself, this is the perfect den, media room, or 4th bedroom. Practical conveniences include fully paid off solar. So much to offer.",,"Ice Maker, Gas Water Heater, Free Standing Gas Range, Double Oven, Disposal, Dishwasher",,,,,0,,,,,,,,,4 Bedrooms4 Bathrooms2320 sq ftStatus ActiveSingle FamilyMLS# 324053330,,,,E North St,,,,,Public Sewer,,,,,,"['http://barimedia.rapmls.com/norcalmls/listingpics/bigphoto/2024/07/08/da2feb87-ee6a-49ca-89a5-1b2b2dcbaf62.jpg', 'http://barimedia.rapmls.com/norcalmls/listingpics/bigphoto/2024/07/08/1bf62d0e-7d47-46fc-ae7a-cc9177ea3352.jpg', 'http://barimedia.rapmls.com/norcalmls/listingpics/bigphoto/2024/07/08/c19bf835-980a-496d-b719-bc0fcc2fd341.jpg', 'http://barimedia.rapmls.com/norcalmls/listingpics/bigphoto/2024/07/08/4dee6487-db2b-4732-8f0b-bf5084ddc8cc.jpg', 'http://barimedia.rapmls.com/norcalmls/listingpics/bigphoto/2024/07/08/0c0dcd0e-0272-40e2-892e-61322689c1f6.jpg', 'http://barimedia.rapmls.com/norcalmls/listingpics/bigphoto/2024/07/08/7c65fb19-78dd-4137-a1ef-396a4c083825.jpg', 'http://barimedia.rapmls.com/norcalmls/listingpics/bigphoto/2024/07/08/ae804af8-3481-4329-b8ec-62579d0a0a19.jpg', 'http://barimedia.rapmls.com/norcalmls/listingpics/bigphoto/2024/07/08/43870bb8-52e4-443b-a5b0-92ce3808f3bb.jpg', 'http://barimedia.rapmls.com/norcalmls/listingpics/bigphoto/2024/07/08/75f1cc7d-7c91-4eae-9fce-aef286aac592.jpg', 'http://barimedia.rapmls.com/norcalmls/listingpics/bigphoto/2024/07/08/8df46e44-6cec-46cc-81f9-6b45636fadd0.jpg', 'http://barimedia.rapmls.com/norcalmls/listingpics/bigphoto/2024/07/08/fb43bda6-57ed-46a2-a298-86d81bf7468d.jpg', 'http://barimedia.rapmls.com/norcalmls/listingpics/bigphoto/2024/07/08/dd50d0ec-0f1f-482b-b0ae-73d07ef1fc6c.jpg', 'http://barimedia.rapmls.com/norcalmls/listingpics/bigphoto/2024/07/08/0f7fd73f-c7c2-41f9-8c5b-42ae67a4c02c.jpg', 'http://barimedia.rapmls.com/norcalmls/listingpics/bigphoto/2024/07/08/e9d7e2da-79fa-4612-a7fd-569281b5531a.jpg', 'http://barimedia.rapmls.com/norcalmls/listingpics/bigphoto/2024/07/08/9fa650c9-8b2f-4198-b7a5-e3ef00bf5f50.jpg', 'http://barimedia.rapmls.com/norcalmls/listingpics/bigphoto/2024/07/08/522b6473-94e6-4deb-80b3-3baeb8122fc9.jpg', 'http://barimedia.rapmls.com/norcalmls/listingpics/bigphoto/2024/07/08/a59f5fa7-66e2-48d1-ad6f-5f3d3fa13d5c.jpg', 'http://barimedia.rapmls.com/norcalmls/listingpics/bigphoto/2024/07/08/6ea80247-92c2-4865-ae30-989a22da9b30.jpg', 'http://barimedia.rapmls.com/norcalmls/listingpics/bigphoto/2024/07/08/77baf667-778b-4075-b251-81ed29bb9c83.jpg', 'http://barimedia.rapmls.com/norcalmls/listingpics/bigphoto/2024/07/08/d087d3ae-098b-40b7-9c96-0ba9d6122a9f.jpg', 'http://barimedia.rapmls.com/norcalmls/listingpics/bigphoto/2024/07/08/2a180fe1-3eea-4e7e-afcb-8d39bc786481.jpg', 'http://barimedia.rapmls.com/norcalmls/listingpics/bigphoto/2024/07/08/7fcd0144-6a38-476e-a21e-68f5a9f03ee4.jpg', 'http://barimedia.rapmls.com/norcalmls/listingpics/bigphoto/2024/07/08/3dfdd09b-6cc8-4994-b889-ecb10d6f4867.jpg', 'http://barimedia.rapmls.com/norcalmls/listingpics/bigphoto/2024/07/08/6a825105-051e-4154-8f3e-c92796476472.jpg', 'http://barimedia.rapmls.com/norcalmls/listingpics/bigphoto/2024/07/08/08d72e9d-1140-4c9c-bbcf-cb04377c3fa1.jpg', 'http://barimedia.rapmls.com/norcalmls/listingpics/bigphoto/2024/07/08/e9a47b19-c87c-4f11-92ba-d1282bc0538e.jpg', 'http://barimedia.rapmls.com/norcalmls/listingpics/bigphoto/2024/07/08/ee8ee4d5-fc0d-494f-b2c7-6c2d9933577c.jpg', 'http://barimedia.rapmls.com/norcalmls/listingpics/bigphoto/2024/07/08/360bf7d7-80e2-4ffc-9777-964819926cb7.jpg', 'http://barimedia.rapmls.com/norcalmls/listingpics/bigphoto/2024/07/08/1dc10e7a-6e0c-4667-8d57-9f10446d50aa.jpg', 'http://barimedia.rapmls.com/norcalmls/listingpics/bigphoto/2024/07/08/87a5e1b8-b70c-43f1-9b64-a3d999e22d85.jpg', 'http://barimedia.rapmls.com/norcalmls/listingpics/bigphoto/2024/07/08/8b8a6d22-6b3a-4a28-acb0-c36c08d34630.jpg', 'http://barimedia.rapmls.com/norcalmls/listingpics/bigphoto/2024/07/08/3fcfe9c0-70aa-49f8-a427-54ead189a85b.jpg', 'http://barimedia.rapmls.com/norcalmls/listingpics/bigphoto/2024/07/08/d2d73079-4b31-479d-a99f-16931620e7bd.jpg', 'http://barimedia.rapmls.com/norcalmls/listingpics/bigphoto/2024/07/08/0a400ffd-d3f2-47eb-8a0f-f8855832f343.jpg', 'http://barimedia.rapmls.com/norcalmls/listingpics/bigphoto/2024/07/08/111fe61a-1d32-4092-8040-02d2188855fa.jpg', 'http://barimedia.rapmls.com/norcalmls/listingpics/bigphoto/2024/07/08/007ec1b1-6085-48bc-8ec9-91189bcbe09e.jpg', 'http://barimedia.rapmls.com/norcalmls/listingpics/bigphoto/2024/07/08/d5e8111d-afb6-4845-9cbb-42d710a8141b.jpg', 'http://barimedia.rapmls.com/norcalmls/listingpics/bigphoto/2024/07/08/79724b71-5d7f-4eb1-8e7b-adf9d95990dd.jpg', 'http://barimedia.rapmls.com/norcalmls/listingpics/bigphoto/2024/07/08/ff515cc1-6260-4227-9eb0-8fea54e1cf65.jpg', 'http://barimedia.rapmls.com/norcalmls/listingpics/bigphoto/2024/07/08/fb019550-cf47-47e2-862c-70c30f9c29c0.jpg', 'http://barimedia.rapmls.com/norcalmls/listingpics/bigphoto/2024/07/08/bfbbf224-d532-4e79-9217-bce57ff68be8.jpg', 'http://barimedia.rapmls.com/norcalmls/listingpics/bigphoto/2024/07/08/26480781-d816-45ea-ac28-3fd7e58ef915.jpg', 'http://barimedia.rapmls.com/norcalmls/listingpics/bigphoto/2024/07/08/eafe68c6-4377-4a88-9690-a312b38a51d1.jpg', 'http://barimedia.rapmls.com/norcalmls/listingpics/bigphoto/2024/07/08/fb308f4d-df5a-4f5c-a786-d09dca504a6e.jpg', 'http://barimedia.rapmls.com/norcalmls/listingpics/bigphoto/2024/07/08/9281e77a-f85c-432d-88bb-9e21c40621fb.jpg', 'http://barimedia.rapmls.com/norcalmls/listingpics/bigphoto/2024/07/08/35bb996c-d065-485e-8053-00f3b6f23968.jpg', 'http://barimedia.rapmls.com/norcalmls/listingpics/bigphoto/2024/07/08/a86df090-7a6b-48b9-88a5-a0c6084cf996.jpg', 'http://barimedia.rapmls.com/norcalmls/listingpics/bigphoto/2024/07/08/a879bcc0-afb9-496c-97c1-e650d7460d14.jpg', 'http://barimedia.rapmls.com/norcalmls/listingpics/bigphoto/2024/07/08/cc16e6f4-51a4-455e-b1af-e7c8e48976c6.jpg', 'http://barimedia.rapmls.com/norcalmls/listingpics/bigphoto/2024/07/08/d4aa9b8b-b42e-46f4-992f-209c9f0bf911.jpg', 'http://barimedia.rapmls.com/norcalmls/listingpics/bigphoto/2024/07/08/2af8ea4e-12b6-4e8a-b5a9-e7a5cde7b88c.jpg', 'http://barimedia.rapmls.com/norcalmls/listingpics/bigphoto/2024/07/08/347dd0fa-e02d-49f3-96f5-24bcc9c9d3d1.jpg', 'http://barimedia.rapmls.com/norcalmls/listingpics/bigphoto/2024/07/08/ba3c34eb-39cc-46e6-9989-5ca1fc3eef69.jpg']",,,,,,Solano,,,,3,,,,,4,3,,,No,,,,,,,0,,,,,,,,,FOR SALE,,,,,Partial,,,,MLS# 324053330,,0.1100,,,,,,2320,,,Attached,Sonoma County Properties,,,,,%,"Office, Master Bedroom, Master Bathroom, Living Room, Laundry, Den, Bonus Room",,3,,,,,"Stone, Jetted Tub, Double Sinks, Bidet",,,0,,,,,,,"View, Skylight(s), Deck Attached",,E north St to Ohare and property is located on the south side of the street.,,,,1,"$8,923/month",,0,,,,,,,,,0,,,,0,,Central,,,,,,,,No,,"Mountains, Hills, Downtown, Bridges, Bay","Washer Included, Dryer Included",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Low Maintenance, Curb(s)",0,4792,,,,,,,,,,No,,,0,4,,,,,,,2.5,,Balcony,,0,"Fireplace(s), Central",,,,,Shingle,,None,Alexander M Stagnaro,,,,,,,,,,Dining/Living Combo,,0,,,,https://media.salecore.com/salesaspects/Core/Personnel/0/?v=604,,,"Skylight(s), Skylight Tube, Cathedral Ceiling",,,,,,,0,,Public,,,,,https://www.metrolist.com/Roster/0/,,0087-072-030,,1976,No,,Detached,,,,,0,"1428 Ohare Dr Benicia, CA 94510"
